what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347926818070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347926878692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347926883190
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347926888265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347926895214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347926896225
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347926897566
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347926907575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347926910128
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1347926911256
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347926912236
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347926912854
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347926914442
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1347926925309
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347926925313
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347926925330
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1347926925342
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347927016982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927148909
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927490423
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347927496574
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1347927498597
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927499181
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927501799
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1347927502142
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347927502404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347927512113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347927520196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347927523686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347927525137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347927528122
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1347927540614
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1347927552687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347927555902
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347927582717
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347927582878
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347927583581
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347927584068
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347927584439
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347927585114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347927585441
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347927585760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347927586100
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347927590490
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347927594057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927604158
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927627472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347927640721
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1347927641294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347927641975
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927649613
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927649728
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347927651785
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347927658614
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347927664126
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347927666178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347927672575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347927678396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347927728149
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347927729416
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927732738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927732893
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927735926
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927736059
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347927749510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927752215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927753290
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927753833
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927765176
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927767322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347927768138
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1347927771078
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347927773627
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1347927782447
