what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688344483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688345863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347688354650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688355662
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688361257
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347688361787
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1347688362837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347688363427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688366797
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688366917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688371039
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688371179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347688379777
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347688384310
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688386486
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688392732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688396403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688414408
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347688415270
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1347688416210
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347688416870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688418732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688418862
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688420406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688425309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347688425921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347688426381
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1347688426907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688428451
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688433433
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347688434143
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1347688434633
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347688435173
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347688444488
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688448964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688834230
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688837803
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688837913
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347688837973
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347688838033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347688839766
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347688841376
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347688842496
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347688842877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688847603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688878768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347688890361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688892506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688893146
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1347688896312
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347688897652
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347688898526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688899310
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688970770
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347688977568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689009393
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347689011849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347689014831
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347689016165
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689018661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689018763
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1347689020975
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1347689022267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347689023156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347689029861
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.format",1347689030663
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347689031464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689042537
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689045607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689049973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689053385
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689056004
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689238249
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1347689238886
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347689239933
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1347689242159
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347689244373
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1347689249526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689249646
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689252997
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347689253012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347689262543
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347689266011
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1347689266136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347689270852
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689272033
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689273204
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347689274863
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689275739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689276932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689280571
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689305798
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689307136
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689311379
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1347689324451
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347689325804
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347689329088
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1347689340077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689351976
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689480993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689481077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689481787
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347689482375
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1347689483977
stopped,bundle,org.eclipse.m2e.discovery,1.0.200.20111228-1245,"org.eclipse.m2e.discovery",1347689483978
stopped,bundle,org.eclipse.m2e.refactoring,1.0.200.20111228-1245,"org.eclipse.m2e.refactoring",1347689483979
stopped,bundle,org.eclipse.m2e.editor,1.0.200.20111228-1245,"org.eclipse.m2e.editor",1347689484045
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.200.20111228-1245,"org.eclipse.m2e.editor.xml",1347689484045
stopped,bundle,org.eclipse.m2e.jdt,1.0.200.20111228-1245,"org.eclipse.m2e.jdt",1347689484095
stopped,bundle,org.eclipse.m2e.launching,1.0.200.20111228-1245,"org.eclipse.m2e.launching",1347689484096
stopped,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1347689484096
stopped,bundle,overlay.com.android.ide.eclipse.adt.overlay,18.0.0.v201203301601-306762,"overlay.com.android.ide.eclipse.adt.overlay",1347689484166
stopped,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1347689484166
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1347689484242
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1347689484334
stopped,bundle,org.eclipse.help.webapp,3.6.1.r37_20110929,"org.eclipse.help.webapp",1347689484414
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1347689484414
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1347763314870
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1347763314871
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1347763314872
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1347763314872
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1347763314872
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1347763314873
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1347763314874
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1347763314874
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110928-1504,"org.eclipse.core.filebuffers",1347763314876
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1347763314877
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1347763314878
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1347763314879
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1347763314880
