what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348091327575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348091331775
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1348091331845
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1348091331875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348091354823
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1348091359209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1348091360004
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1348091363444
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348091366105
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348091369100
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348091370270
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348091445012
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1348091446055
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1348091447455
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1348091447464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348091448442
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348091449180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348091450762
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348091456131
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1348091457785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348091458100
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1348091459162
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348091472013
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1348091475199
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1348091477330
