what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1348288520483
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1348288520483
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1348288520483
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1348288520483
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1348288520483
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1348288520483
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1348288520483
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1348288520483
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1348288520483
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1348288520483
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1348288520499
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1348288520499
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1348288520499
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1348288520499
started,bundle,com.android.ide.eclipse.adt,20.0.3.v201208082019-427395,"com.android.ide.eclipse.adt",1348288520499
started,bundle,com.android.ide.eclipse.base,20.0.3.v201208082019-427395,"com.android.ide.eclipse.base",1348288520499
started,bundle,org.eclipse.wst.web,1.1.403.v201103081400,"org.eclipse.wst.web",1348288520499
os,sysinfo,,,"win32",1348288520499
arch,sysinfo,,,"x86",1348288520499
ws,sysinfo,,,"win32",1348288520499
locale,sysinfo,,,"en_AU",1348288520499
processors,sysinfo,,,"4",1348288520499
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1348288520499
java.runtime.version,sysinfo,,,"1.7.0_06-b24",1348288520499
java.specification.name,sysinfo,,,"Java Platform API Specification",1348288520499
java.specification.vendor,sysinfo,,,"Oracle Corporation",1348288520499
java.specification.version,sysinfo,,,"1.7",1348288520499
java.vendor,sysinfo,,,"Oracle Corporation",1348288520499
java.version,sysinfo,,,"1.7.0_06",1348288520499
java.vm.info,sysinfo,,,"mixed mode",1348288520499
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1348288520499
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1348288520499
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1348288520499
java.vm.specification.version,sysinfo,,,"1.7",1348288520499
java.vm.vendor,sysinfo,,,"Oracle Corporation",1348288520499
java.vm.version,sysinfo,,,"23.2-b09",1348288520499
started,bundle,com.android.ide.eclipse.ddms,20.0.3.v201208082019-427395,"com.android.ide.eclipse.ddms",1348288542761
error,log,,,"Failed to load properties file for project 'Video'",1348288542991
error,log,,,"Failed to load properties file for project 'Video'",1348288543341
error,log,,,"Failed to load properties file for project 'Video'",1348288543341
error,log,,,"Failed to load properties file for project 'Video'",1348288543741
error,log,,,"Failed to load properties file for project 'Video'",1348288543771
error,log,,,"Failed to load properties file for project 'Video'",1348288544021
error,log,,,"Failed to load properties file for project 'Video'",1348288544191
error,log,,,"Failed to load properties file for project 'Video'",1348288544201
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1348288544201
error,log,,,"Failed to load properties file for project 'Video'",1348288544301
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348288548141
error,log,,,"Failed to load properties file for project 'Video'",1348288548241
error,log,,,"Failed to load properties file for project 'Video'",1348288548311
started,bundle,com.android.ide.eclipse.traceview,20.0.3.v201208082019-427395,"com.android.ide.eclipse.traceview",1348288549191
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1348288551311
started,bundle,org.eclipse.wst.sse.core,1.1.506.v201110201853,"org.eclipse.wst.sse.core",1348288551991
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348288574201
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348288805200
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1348288808338
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348288831091
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348288873325
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348288877740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348288947678
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1348288949228
started,bundle,org.eclipse.wst.server.core,1.1.208.v20111005_1734,"org.eclipse.wst.server.core",1348288949298
started,bundle,org.eclipse.wst.server.ui,1.1.209.v20111005_1716,"org.eclipse.wst.server.ui",1348288949318
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1348288949348
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1348288949418
started,bundle,org.eclipse.wst.common.frameworks,1.2.1.v201107271600,"org.eclipse.wst.common.frameworks",1348288949438
started,bundle,org.eclipse.wst.common.emf,1.2.3.v201012100400,"org.eclipse.wst.common.emf",1348288949448
started,bundle,org.eclipse.jem.util,2.1.3.v201012070000,"org.eclipse.jem.util",1348288949458
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.4.v201106210700,"org.eclipse.wst.common.emfworkbench.integration",1348288949458
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1348288949488
started,bundle,org.eclipse.wst.common.modulecore,1.2.7.v201110060300,"org.eclipse.wst.common.modulecore",1348288949488
error,log,,,"Failed to load properties file for project 'Video'",1348288949698
error,log,,,"Failed to load properties file for project 'Video'",1348288949718
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348288949728
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1348288951508
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1348288952888
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1348288952918
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1348288960868
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.203.v201109140236,"org.eclipse.wst.ws.service.policy.ui",1348288961038
started,bundle,org.eclipse.wst.ws.service.policy,1.0.204.v201011011834,"org.eclipse.wst.ws.service.policy",1348288961038
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1348288961058
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1348288961058
