what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347943394270
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347943398472
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347943400081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347943401081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347943404575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347943407516
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1347943409385
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1347943410899
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347943429502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347943431199
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347943444178
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347943456496
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347943461127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347943465009
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347943469127
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347943478810
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347943482816
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347943486006
