what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1347924784683
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1347924784684
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1347924784684
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1347924784684
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1347924784685
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1347924784686
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1347924784686
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1347924784686
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1347924784687
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1347924784687
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1347924784688
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1347924784688
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1347924784703
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1347924784747
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1347924784747
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1347924784766
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1347924784768
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1347924784773
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1347924784774
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1347924784775
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1347924784775
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1347924784775
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1347924784776
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1347924784777
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1347924784779
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1347924784779
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1347924784780
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1347924784780
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1347924784781
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1347924784781
started,bundle,org.eclipse.wb.core,1.3.0.r37x201202052311,"org.eclipse.wb.core",1347924784781
started,bundle,org.eclipse.wb.core.lib,1.3.0.r37x201202052311,"org.eclipse.wb.core.lib",1347924784796
started,bundle,org.eclipse.wb.discovery.core,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.core",1347924784796
started,bundle,org.eclipse.wb.discovery.ui,1.3.0.r37x201202052340,"org.eclipse.wb.discovery.ui",1347924784797
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1347924784797
started,bundle,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms",1347924784797
started,bundle,com.android.ide.eclipse.traceview,18.0.0.v201203301601-306762,"com.android.ide.eclipse.traceview",1347924784797
os,sysinfo,,,"win32",1347924784823
arch,sysinfo,,,"x86",1347924784823
ws,sysinfo,,,"win32",1347924784823
locale,sysinfo,,,"en_AU",1347924784823
processors,sysinfo,,,"2",1347924784823
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1347924784823
java.runtime.version,sysinfo,,,"1.7.0_05-b05",1347924784823
java.specification.name,sysinfo,,,"Java Platform API Specification",1347924784823
java.specification.vendor,sysinfo,,,"Oracle Corporation",1347924784823
java.specification.version,sysinfo,,,"1.7",1347924784823
java.vendor,sysinfo,,,"Oracle Corporation",1347924784823
java.version,sysinfo,,,"1.7.0_05",1347924784823
java.vm.info,sysinfo,,,"mixed mode, sharing",1347924784823
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1347924784823
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1347924784823
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1347924784823
java.vm.specification.version,sysinfo,,,"1.7",1347924784823
java.vm.vendor,sysinfo,,,"Oracle Corporation",1347924784823
java.vm.version,sysinfo,,,"23.1-b03",1347924784823
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1347924784833
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1347924785722
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1347924787137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347924800449
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925263148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925264215
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925278156
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1347925279301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925282474
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925289525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925292996
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925297400
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925297620
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925300380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925304539
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925327298
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347925332479
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347925340247
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347925340922
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347925341242
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347925341454
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347925341662
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347925341876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1347925342101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925350899
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925353375
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1347925353454
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1347925353501
activated,view,com.android.ide.eclipse.ddms,18.0.0.v201203301601-306762,"com.android.ide.eclipse.ddms.views.LogCatView",1347925359985
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925361030
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925361900
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1347925363158
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1347925378139
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1347925378294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347925379989
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347925380651
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1347925381490
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110928-1453,"org.eclipse.jdt.junit.core",1347925381667
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1347925381866
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1347925381961
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1347925385405
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347925385496
